vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
CMT,2024-06-26 00:49:17,2024-04-23 16:23:17,6,8.64,3,Y,-74.030488,40.701826,-73.993415,40.827024,No Charge,76.44,7.39,0.36,89.71,4.41,121.0
VTS,2024-02-06 17:31:51,2024-03-20 14:44:29,3,7.64,6,N,-73.972733,40.679275,-73.772188,40.738961,Unknown,18.15,3.2,3.08,58.76,45.3,468.91
VTS,2024-01-18 20:52:55,2024-05-26 02:01:30,6,40.16,3,N,-73.846191,40.730304,-73.993876,40.831246,Cash,314.44,1.8,2.0,77.46,4.53,6.29
VTS,2024-11-02 00:04:59,2024-04-22 22:49:56,3,39.98,2,Y,-73.949209,40.740154,-73.821132,40.747844,No Charge,285.73,4.09,0.94,27.36,35.74,335.65
VTS,2024-01-01 18:43:03,2024-04-04 04:28:04,3,2.39,6,N,-74.001154,40.71309,-74.020392,40.639925,Unknown,233.59,9.45,2.14,8.77,40.87,360.03
VTS,2024-06-25 16:53:55,2024-01-29 02:53:08,4,41.72,6,Y,-73.902612,40.71191,-73.768555,40.696861,Dispute,424.7,4.67,2.67,81.61,10.31,362.7
VTS,2024-10-01 14:43:37,2024-04-30 06:36:30,4,7.82,6,Y,-73.907434,40.746125,-73.97036,40.790508,Unknown,135.22,1.05,4.34,4.08,19.68,59.97
VTS,2024-04-15 19:16:45,2024-04-26 18:53:33,5,10.99,4,Y,-73.990882,40.791617,-73.8622,40.839174,No Charge,131.09,1.14,2.3,99.84,7.63,48.03
VTS,2024-08-22 21:29:32,2024-06-22 00:33:12,3,28.74,2,Y,-74.038781,40.752769,-74.014955,40.779248,Cash,269.34,1.83,4.66,25.79,23.7,485.78
CMT,2024-02-01 06:52:44,2024-01-19 02:01:15,2,28.06,4,N,-73.957112,40.710104,-74.005332,40.660789,No Charge,388.34,4.42,2.96,81.88,21.0,342.59
CMT,2024-07-03 17:41:34,2024-09-20 10:11:13,2,2.9,6,N,-73.821007,40.684728,-73.987901,40.706467,Unknown,290.09,9.38,2.49,99.39,7.76,158.19
CMT,2024-08-23 18:54:20,2024-09-09 17:25:58,5,43.79,3,N,-73.884484,40.844855,-73.839868,40.824607,Unknown,92.39,3.13,2.68,65.73,27.34,212.42
VTS,2024-01-30 17:34:55,2024-07-27 11:44:01,6,20.11,6,N,-73.907316,40.842714,-73.770835,40.818405,Credit Card,242.2,9.91,1.86,30.26,30.41,304.06
CMT,2024-05-29 22:21:57,2024-01-25 05:42:46,6,6.08,2,N,-73.949392,40.71626,-73.95329,40.828595,Dispute,419.27,4.6,2.11,33.93,37.29,394.24
CMT,2024-10-03 01:18:42,2024-03-20 01:29:35,1,32.45,1,Y,-73.852422,40.649255,-73.783533,40.678851,No Charge,114.28,7.19,3.5,81.35,16.51,500.41
VTS,2024-09-18 22:01:55,2024-09-30 10:49:26,3,19.43,2,Y,-73.875169,40.845819,-74.020582,40.75789,Dispute,326.24,4.45,2.5,37.36,43.6,186.98
VTS,2024-01-27 16:27:38,2024-08-30 20:32:21,5,6.84,2,N,-73.802953,40.804227,-73.983228,40.792818,Credit Card,6.02,5.75,0.93,43.37,11.79,41.17
CMT,2024-03-22 21:23:16,2024-06-10 02:36:33,1,6.34,6,N,-73.916038,40.653693,-73.94049,40.779712,Credit Card,424.07,3.97,1.18,28.41,2.34,40.51
VTS,2024-07-17 18:52:29,2024-05-07 00:49:40,2,37.98,6,N,-73.791123,40.820964,-73.830979,40.795047,Dispute,409.58,9.17,4.95,26.81,32.51,526.47
CMT,2024-09-07 06:52:02,2024-10-29 02:18:32,1,13.88,3,N,-73.917642,40.822285,-73.820403,40.834976,Credit Card,490.96,8.13,2.11,3.55,7.4,298.5
CMT,2024-11-06 15:51:02,2024-08-04 09:00:26,5,33.66,3,N,-73.967455,40.711826,-73.878763,40.64409,Unknown,458.26,8.85,4.96,75.71,8.95,468.85
CMT,2024-08-12 23:13:37,2024-11-12 21:34:29,4,36.53,6,Y,-73.977415,40.71652,-73.96403,40.702018,Dispute,60.84,2.56,1.7,13.15,12.17,54.2
VTS,2024-02-16 21:30:55,2024-01-07 14:59:51,4,38.08,2,N,-73.896589,40.639042,-73.907744,40.719448,Unknown,193.72,7.26,0.65,41.16,30.46,302.61
CMT,2024-07-18 01:44:31,2024-07-23 08:14:51,4,19.6,5,Y,-73.966144,40.692695,-74.038358,40.764352,No Charge,154.32,4.32,0.07,84.43,16.39,589.58
VTS,2024-04-27 00:45:12,2024-11-12 11:42:58,4,41.47,1,N,-73.780704,40.655465,-73.90409,40.704754,Unknown,71.92,1.69,0.67,89.49,46.41,241.65
VTS,2024-03-25 02:16:43,2024-10-30 10:32:34,1,25.7,1,N,-73.905954,40.833508,-74.011621,40.840425,Credit Card,311.2,5.45,0.24,87.41,19.28,506.83
CMT,2024-07-01 15:02:51,2024-03-07 17:06:31,5,37.95,4,Y,-73.807374,40.755506,-73.994056,40.823844,Credit Card,385.62,3.23,4.83,44.68,28.65,377.36
CMT,2024-09-25 13:12:24,2024-06-26 15:31:16,5,45.41,6,Y,-73.764373,40.684888,-74.038314,40.766154,No Charge,347.59,9.24,2.02,81.85,10.5,542.29
VTS,2024-01-05 00:40:28,2024-06-06 04:59:47,5,8.96,6,N,-73.814714,40.808939,-73.773696,40.847508,Credit Card,406.74,8.88,4.71,4.22,49.38,327.47
VTS,2024-10-17 21:59:33,2024-10-19 00:53:30,5,23.88,4,N,-73.854428,40.774323,-73.792282,40.672578,Cash,473.67,9.51,1.79,76.69,46.55,564.4
CMT,2024-08-12 04:40:55,2024-04-16 17:45:01,1,13.42,6,Y,-73.929097,40.761985,-73.806046,40.701246,Unknown,383.31,3.17,1.99,54.25,21.61,32.81
VTS,2024-03-30 00:55:46,2024-06-12 00:30:18,4,3.89,4,Y,-74.001199,40.831453,-73.865489,40.732424,Dispute,58.48,5.25,2.49,70.05,27.87,579.48
VTS,2024-09-02 21:22:03,2024-06-15 02:53:18,5,40.18,2,N,-74.005781,40.653459,-73.893866,40.75752,Cash,200.79,6.3,1.44,69.17,5.63,535.33
VTS,2024-07-05 02:33:02,2024-04-17 05:12:27,4,24.55,5,Y,-73.996636,40.822904,-73.927768,40.683279,No Charge,24.22,6.7,4.97,78.12,1.56,24.82
VTS,2024-02-11 02:58:07,2024-08-17 00:50:42,5,38.7,4,N,-73.963994,40.765347,-73.99959,40.754092,No Charge,25.04,6.24,0.65,76.56,3.39,46.38
VTS,2024-11-19 03:43:06,2024-02-12 21:46:14,5,33.15,1,Y,-73.969336,40.731276,-73.944054,40.633158,No Charge,474.05,1.03,2.59,74.63,25.16,20.82
VTS,2024-08-14 00:37:53,2024-07-20 10:28:57,6,41.16,2,N,-73.887434,40.735512,-73.97568,40.688993,Cash,407.51,8.19,0.43,86.43,26.8,399.73
VTS,2024-10-20 18:01:42,2024-01-05 17:30:05,4,30.64,1,N,-73.872673,40.695647,-74.035033,40.707905,Unknown,230.34,8.24,2.07,52.92,8.74,104.47
CMT,2024-03-02 07:26:47,2024-09-27 19:09:17,3,21.29,1,N,-73.935051,40.788454,-73.751501,40.820447,No Charge,230.33,0.78,3.85,24.6,43.05,214.85
CMT,2024-03-04 20:40:08,2024-05-20 22:53:39,2,42.1,2,Y,-73.924225,40.642772,-73.757467,40.753363,No Charge,319.91,0.42,1.58,9.85,6.87,90.01
VTS,2024-07-18 12:53:35,2024-11-07 21:00:11,4,39.09,3,Y,-73.923934,40.634889,-73.751808,40.789369,Credit Card,462.59,4.47,3.11,33.16,34.8,158.91
CMT,2024-09-26 00:01:32,2024-11-03 06:52:27,3,17.2,1,N,-73.939204,40.754834,-73.82231,40.728865,Credit Card,75.55,6.37,2.02,23.65,13.85,549.9
VTS,2024-07-11 19:30:40,2024-05-04 08:10:25,5,13.79,5,N,-73.823225,40.666675,-73.97148,40.647269,Credit Card,48.43,1.39,1.2,29.07,10.34,291.73
VTS,2024-03-18 03:20:45,2024-01-11 02:34:06,2,18.05,1,Y,-73.884552,40.790359,-73.758308,40.649052,Dispute,417.83,6.11,2.97,32.67,46.78,551.35
CMT,2024-08-07 05:47:06,2024-04-03 19:05:25,3,44.69,4,N,-73.80757,40.695946,-73.95078,40.647906,Credit Card,314.12,5.05,1.4,18.48,36.91,167.16
CMT,2024-01-07 04:29:04,2024-10-20 01:28:34,5,7.94,2,N,-73.821773,40.725878,-73.817649,40.769948,Credit Card,441.2,0.98,4.59,73.92,42.65,225.49
CMT,2024-10-02 15:33:06,2024-07-08 00:01:49,5,46.46,2,Y,-74.047841,40.780343,-73.947163,40.655649,Unknown,100.65,5.02,2.18,55.23,17.24,44.55
CMT,2024-05-29 15:06:47,2024-03-18 21:43:14,5,45.64,4,Y,-73.936996,40.813012,-73.865389,40.760639,Unknown,101.32,7.17,0.02,81.28,21.28,436.18
CMT,2024-10-26 09:36:12,2024-04-12 13:56:56,4,46.5,5,Y,-73.919317,40.704045,-74.011801,40.640276,Dispute,337.57,1.23,3.51,22.82,4.02,305.1
VTS,2024-06-05 01:57:30,2024-03-12 18:01:04,4,15.03,1,N,-73.758871,40.712989,-74.047966,40.719556,Unknown,348.67,1.55,3.98,86.71,1.23,144.65
VTS,2024-01-06 01:10:52,2024-05-12 21:33:53,4,6.18,6,N,-73.773109,40.824233,-73.842237,40.669469,Credit Card,123.47,4.86,1.02,87.34,11.76,440.58
CMT,2024-10-16 17:15:15,2024-07-20 01:51:46,3,16.02,1,Y,-73.893162,40.817778,-74.022212,40.768313,Dispute,101.88,0.08,2.32,97.82,27.36,319.41
CMT,2024-01-11 21:41:56,2024-11-03 01:08:08,2,18.73,6,N,-73.992957,40.792648,-73.853101,40.654249,No Charge,113.21,9.37,2.97,61.03,41.28,474.76
CMT,2024-06-24 16:13:45,2024-05-02 23:05:21,1,9.67,3,N,-74.017403,40.716475,-73.77883,40.660079,Cash,98.28,3.61,1.31,71.78,33.14,165.03
CMT,2024-04-02 13:32:22,2024-08-28 07:14:29,3,37.99,1,N,-73.942838,40.681353,-74.040878,40.800265,Unknown,433.37,1.57,3.34,8.4,3.98,160.15
CMT,2024-01-29 15:19:18,2024-05-06 01:31:46,6,48.6,5,Y,-73.860212,40.690382,-73.956756,40.665535,Cash,188.34,5.5,3.56,67.35,8.72,368.69
VTS,2024-08-10 08:43:53,2024-11-06 22:38:42,2,23.65,3,N,-73.988507,40.824388,-73.897054,40.798673,Dispute,90.32,7.45,3.25,47.66,1.68,399.25
CMT,2024-05-19 07:58:26,2024-04-25 23:57:37,3,45.86,3,N,-73.99462,40.754723,-73.878833,40.699152,Dispute,279.41,1.27,4.63,88.35,5.02,141.78
CMT,2024-10-05 00:44:10,2024-09-29 19:38:36,3,35.04,2,Y,-74.048443,40.834966,-73.770046,40.784789,Cash,176.19,2.25,3.56,73.92,26.65,476.36
VTS,2024-10-28 05:15:33,2024-05-04 18:48:55,5,7.66,6,Y,-74.044982,40.732033,-73.862543,40.687871,Cash,72.5,9.93,4.32,32.96,22.61,542.43
CMT,2024-08-01 13:49:05,2024-04-05 14:05:46,1,3.39,2,Y,-73.939203,40.718754,-73.992383,40.670621,Cash,463.31,2.17,1.41,26.65,27.77,165.4
VTS,2024-10-24 14:25:42,2024-03-01 19:27:10,1,29.57,5,Y,-73.919682,40.670391,-73.768706,40.654727,No Charge,234.15,8.64,3.87,24.57,2.12,305.09
VTS,2024-03-18 20:17:51,2024-01-28 22:56:20,2,42.08,3,N,-73.890838,40.796316,-74.031772,40.775756,Unknown,493.9,3.06,2.23,58.48,22.11,514.96
VTS,2024-01-11 15:11:54,2024-03-30 20:18:23,3,35.69,3,N,-74.002691,40.796808,-74.046751,40.632963,Dispute,109.02,6.39,4.85,93.98,22.48,534.64
CMT,2024-07-09 23:17:13,2024-10-18 07:13:36,4,39.48,4,Y,-73.941503,40.796878,-73.998456,40.755235,Unknown,218.26,1.14,3.94,13.97,14.23,69.23
VTS,2024-07-11 02:15:46,2024-01-16 05:19:40,6,32.04,6,Y,-73.821868,40.798127,-73.961107,40.676515,Cash,262.7,4.45,1.29,84.4,34.9,89.87
VTS,2024-11-01 13:45:50,2024-01-24 23:20:58,6,42.65,3,Y,-73.897185,40.716124,-73.911912,40.76749,Dispute,69.88,4.51,0.71,1.82,38.67,476.63
CMT,2024-07-10 10:42:45,2024-05-04 01:43:01,2,45.89,1,N,-73.809428,40.731874,-73.928638,40.832453,Unknown,87.6,0.19,2.41,77.78,9.88,89.25
VTS,2024-06-22 09:17:38,2024-07-16 02:45:54,1,19.87,5,N,-73.758967,40.757304,-73.807621,40.73323,Cash,132.05,5.36,4.98,2.42,6.03,564.05
VTS,2024-05-20 16:09:40,2024-11-08 23:20:05,3,15.83,6,N,-74.044398,40.846139,-73.92621,40.786208,Unknown,71.77,9.64,1.68,17.18,0.12,174.83
VTS,2024-06-08 22:27:17,2024-07-08 22:46:29,3,4.12,1,N,-74.010018,40.741061,-73.761222,40.649505,Dispute,437.99,5.09,3.62,57.94,37.95,73.52
CMT,2024-08-31 11:14:59,2024-03-07 19:05:41,3,18.21,5,N,-73.95037,40.730637,-73.882509,40.698195,Credit Card,73.26,3.88,2.45,67.22,31.19,508.04
VTS,2024-07-12 12:54:39,2024-01-14 14:03:28,2,35.67,5,Y,-73.891078,40.671714,-73.774854,40.747563,Cash,33.57,4.52,4.52,24.04,28.12,112.18
VTS,2024-05-02 06:23:36,2024-03-24 06:06:06,2,6.26,5,Y,-73.965006,40.735205,-73.805059,40.790533,Dispute,21.12,6.55,0.74,52.07,39.17,9.74
CMT,2024-05-04 16:50:49,2024-05-14 20:07:06,6,19.78,4,Y,-73.837409,40.833528,-73.823916,40.708238,Credit Card,278.08,6.15,0.69,52.35,27.2,78.38
VTS,2024-10-04 16:03:30,2024-08-25 00:07:24,2,4.37,1,Y,-74.004615,40.711954,-73.807942,40.656035,Credit Card,54.64,4.87,3.7,59.39,17.59,592.11
CMT,2024-07-12 00:30:48,2024-07-07 23:50:24,2,42.21,5,Y,-73.825249,40.761475,-73.910516,40.832716,Cash,268.2,1.62,2.11,89.34,1.23,475.05
CMT,2024-05-23 22:51:07,2024-01-13 18:31:26,6,11.67,5,N,-74.006401,40.729773,-73.972312,40.698831,Cash,435.21,4.07,4.58,97.89,45.42,25.51
CMT,2024-06-19 21:50:05,2024-09-11 11:47:31,6,40.88,4,N,-73.835312,40.74228,-73.960206,40.80859,No Charge,296.38,0.65,4.47,31.43,20.48,388.99
VTS,2024-08-18 03:16:51,2024-02-01 20:51:26,6,48.41,6,N,-73.801496,40.828032,-73.794085,40.831582,Unknown,220.8,1.23,0.74,54.39,8.89,158.44
VTS,2024-05-01 03:21:38,2024-01-10 14:53:14,2,21.6,6,N,-73.979078,40.728402,-73.799728,40.828744,Unknown,356.81,5.84,1.47,6.73,3.36,522.45
CMT,2024-06-21 15:38:01,2024-07-17 09:20:36,1,12.72,5,N,-73.969686,40.78049,-73.752336,40.745763,Dispute,63.8,4.43,4.28,2.93,36.3,422.14
CMT,2024-04-09 08:48:31,2024-04-12 07:08:29,6,23.25,1,N,-73.978359,40.630046,-73.832983,40.751088,Cash,185.72,6.03,1.68,80.5,29.09,195.85
CMT,2024-01-11 00:24:55,2024-05-21 09:51:47,2,41.65,5,Y,-73.843702,40.714117,-73.751044,40.825872,Cash,94.28,4.02,2.58,23.24,43.21,155.1
CMT,2024-09-24 12:07:53,2024-06-21 19:17:42,2,27.25,1,Y,-73.981781,40.70726,-74.026216,40.761947,Unknown,347.09,6.79,4.99,34.35,7.63,176.09
CMT,2024-06-04 16:34:32,2024-03-08 23:09:18,5,37.75,5,N,-74.016578,40.822587,-73.79761,40.768781,Cash,177.13,4.56,4.4,78.25,33.67,368.25
CMT,2024-05-05 00:53:06,2024-06-17 08:39:10,2,41.49,3,Y,-73.904256,40.829382,-73.852147,40.825667,Unknown,221.93,6.64,3.96,76.72,22.47,153.48
CMT,2024-09-28 15:37:50,2024-01-12 22:52:35,4,35.54,2,N,-73.816812,40.665359,-73.97493,40.794784,Credit Card,426.74,8.81,0.29,82.96,22.03,269.69
CMT,2024-06-28 14:36:28,2024-06-16 20:46:20,5,42.69,6,Y,-73.962848,40.708093,-74.033768,40.724424,No Charge,363.06,9.28,3.65,31.8,17.7,358.91
VTS,2024-07-29 19:09:46,2024-10-07 15:28:26,5,9.8,4,N,-73.756996,40.755188,-73.916585,40.786267,Credit Card,118.55,0.63,4.25,10.34,22.24,76.96
VTS,2024-10-26 18:52:39,2024-04-29 10:39:43,1,11.02,6,Y,-73.90685,40.787434,-73.753407,40.664384,Credit Card,181.58,7.57,3.43,48.46,37.02,225.02
VTS,2024-05-25 22:34:43,2024-10-11 23:38:35,3,20.82,6,N,-73.954507,40.829465,-73.93755,40.804851,Credit Card,253.67,9.17,4.81,90.25,5.3,210.42
VTS,2024-09-18 14:10:18,2024-05-05 01:55:04,1,45.6,3,N,-74.03981,40.826342,-73.86924,40.691609,Dispute,422.81,2.65,2.76,79.77,35.09,232.14
VTS,2024-01-20 20:18:26,2024-03-14 03:25:43,6,2.24,4,Y,-73.972483,40.834533,-73.79318,40.708774,Dispute,94.18,3.51,4.88,74.82,14.41,134.01
VTS,2024-08-16 12:40:24,2024-05-30 05:16:27,1,19.41,1,Y,-73.814982,40.787293,-73.97609,40.694899,Credit Card,110.83,5.03,0.49,52.36,23.27,537.36
CMT,2024-09-28 09:36:26,2024-10-28 13:10:45,6,34.7,4,N,-73.858017,40.754468,-74.023194,40.727915,Credit Card,478.58,4.31,3.97,63.68,8.65,138.52
VTS,2024-10-03 08:57:45,2024-11-04 13:42:51,2,17.07,6,Y,-73.766571,40.813407,-73.931755,40.652332,Dispute,134.53,8.18,2.58,39.64,37.71,540.19
CMT,2024-09-23 04:54:58,2024-06-17 20:50:26,5,19.71,2,N,-73.961725,40.696481,-73.982932,40.735979,Credit Card,140.28,5.98,1.42,46.55,20.49,337.59
VTS,2024-07-15 18:14:02,2024-10-17 05:42:34,6,35.51,1,N,-73.845514,40.844191,-73.82421,40.641105,Unknown,208.93,5.69,3.8,89.62,12.27,24.43
VTS,2024-05-18 02:31:15,2024-01-15 01:49:29,1,26.18,5,N,-73.907062,40.730832,-73.976139,40.63488,Cash,22.07,2.22,0.48,11.28,4.31,261.92
VTS,2024-09-12 22:57:42,2024-01-19 08:04:40,5,2.42,5,N,-73.81416,40.681181,-74.010228,40.728781,Unknown,179.64,5.71,4.98,65.09,32.98,198.6
VTS,2024-03-17 09:39:56,2024-02-24 13:11:42,1,28.46,5,N,-73.771587,40.687744,-73.868033,40.677811,Dispute,419.36,4.55,0.06,33.62,38.3,205.62
CMT,2024-09-17 17:11:42,2024-05-31 18:24:00,3,2.31,2,Y,-73.827064,40.745719,-73.994975,40.72837,Credit Card,28.05,6.94,3.78,7.54,4.62,97.69
VTS,2024-09-30 09:06:20,2024-06-07 07:22:38,6,49.74,1,Y,-73.859937,40.769521,-74.014318,40.713895,Unknown,229.31,5.67,2.95,40.32,47.16,389.22
CMT,2024-06-03 23:14:09,2024-09-18 03:03:06,4,44.92,6,Y,-73.788464,40.740888,-73.863778,40.801913,Cash,163.58,2.14,2.8,41.01,16.59,233.55
CMT,2024-08-24 01:59:31,2024-10-31 04:28:19,6,45.77,5,Y,-73.842765,40.831265,-74.002758,40.843094,Credit Card,243.12,9.42,1.32,38.26,44.28,596.94
VTS,2024-06-08 20:34:55,2024-02-25 11:55:34,5,30.75,3,Y,-73.973424,40.70884,-74.029776,40.703909,No Charge,160.03,6.68,3.26,51.05,39.47,245.1
VTS,2024-09-12 03:50:52,2024-09-09 11:32:21,3,8.53,5,Y,-73.962404,40.648163,-73.868622,40.696815,Cash,407.37,1.58,2.05,76.35,6.88,208.0
CMT,2024-09-28 08:06:00,2024-06-05 13:34:08,2,38.99,5,Y,-73.974707,40.84738,-73.873546,40.661214,Unknown,343.03,5.35,1.57,81.74,46.22,352.24
VTS,2024-01-04 02:50:21,2024-02-15 02:56:16,4,39.84,5,Y,-73.776096,40.695696,-73.946447,40.732557,No Charge,181.56,4.45,0.92,11.56,42.45,337.94
VTS,2024-05-25 00:45:59,2024-02-28 20:06:34,6,14.52,3,Y,-73.837106,40.679121,-73.878263,40.642186,Unknown,405.56,0.23,4.91,23.12,37.18,163.26
VTS,2024-09-01 13:56:41,2024-10-25 18:30:54,4,47.67,3,N,-73.939843,40.63115,-73.89862,40.787614,Unknown,385.93,8.63,1.91,7.78,17.38,58.74
VTS,2024-06-19 23:30:29,2024-04-24 05:31:01,4,11.05,2,Y,-73.970871,40.777954,-73.81583,40.66747,Dispute,96.7,5.34,2.75,2.83,19.13,230.29
CMT,2024-03-27 17:46:35,2024-06-22 07:07:01,4,37.64,5,Y,-73.977224,40.734043,-73.937024,40.842581,Unknown,273.57,7.56,2.7,42.64,3.67,433.56
VTS,2024-11-15 04:21:44,2024-08-04 16:34:48,6,46.77,6,Y,-73.900202,40.793789,-73.930537,40.824422,Dispute,241.53,2.8,0.44,52.43,10.77,577.4
CMT,2024-01-24 02:52:32,2024-01-04 08:36:41,1,2.81,4,N,-74.021095,40.780991,-73.927179,40.749749,No Charge,59.12,3.18,0.9,16.57,0.48,159.37
CMT,2024-11-15 01:22:07,2024-03-27 02:01:27,5,47.98,5,Y,-73.756566,40.807558,-73.777987,40.716904,Cash,42.46,9.57,1.52,32.02,42.29,439.41
VTS,2024-07-10 15:47:41,2024-05-21 20:02:01,3,21.57,6,N,-74.034042,40.844202,-73.824775,40.744877,Credit Card,135.52,2.67,0.43,42.86,49.89,495.73
CMT,2024-01-06 10:42:50,2024-05-18 09:05:49,3,10.41,1,Y,-73.918431,40.836666,-74.03154,40.778925,No Charge,261.33,0.23,3.65,68.17,13.74,557.65
CMT,2024-04-18 11:05:16,2024-09-11 18:11:43,1,6.76,4,Y,-73.750407,40.815244,-73.779695,40.692498,No Charge,221.85,0.42,2.95,57.77,15.6,243.64
VTS,2024-04-17 03:47:43,2024-08-03 21:51:59,6,46.97,2,Y,-74.047647,40.710543,-74.013834,40.655591,Cash,348.26,1.67,3.48,15.48,19.15,48.17
VTS,2024-06-03 01:30:14,2024-04-06 01:03:02,3,17.28,3,N,-73.881365,40.733568,-73.987845,40.669598,No Charge,482.15,0.18,1.76,90.52,9.58,113.93
CMT,2024-10-16 18:03:36,2024-03-12 00:14:20,5,26.21,5,Y,-74.019713,40.839972,-74.04091,40.726961,No Charge,327.75,0.14,3.99,76.76,39.64,17.22
VTS,2024-03-11 14:05:43,2024-04-28 07:09:23,3,13.15,5,N,-73.756869,40.755151,-73.937818,40.679639,Unknown,209.32,3.33,1.97,46.85,48.74,129.23
VTS,2024-08-09 20:35:20,2024-08-30 09:11:48,3,7.74,4,Y,-73.856333,40.658793,-74.042358,40.832061,Dispute,360.57,8.37,4.37,85.91,10.95,453.64
CMT,2024-02-19 18:47:07,2024-08-23 22:57:09,3,2.45,6,Y,-73.993276,40.804686,-74.044716,40.693209,Dispute,211.27,6.53,4.51,20.33,14.01,36.1
VTS,2024-01-13 10:25:01,2024-02-02 20:53:32,4,8.96,2,N,-73.769104,40.730217,-73.813392,40.732113,Unknown,372.55,2.24,1.33,59.65,16.38,488.85
VTS,2024-01-15 12:46:18,2024-04-17 18:54:14,4,42.2,5,N,-74.002291,40.833095,-73.799299,40.762401,Dispute,155.92,7.66,3.88,14.11,11.01,357.86
CMT,2024-04-15 22:24:48,2024-03-27 02:13:15,1,5.78,4,N,-73.789133,40.717612,-73.848073,40.741095,Cash,409.8,0.53,2.08,17.39,22.56,368.22
VTS,2024-09-02 19:24:38,2024-10-27 10:43:54,6,4.64,3,Y,-73.979282,40.715088,-74.002943,40.799765,Unknown,74.73,2.33,4.0,21.26,2.66,579.45
VTS,2024-03-11 19:11:50,2024-04-04 17:53:42,5,35.68,5,N,-73.892724,40.838307,-73.983004,40.697313,Cash,489.45,6.21,2.3,81.02,27.23,64.05
VTS,2024-04-03 20:24:21,2024-09-24 08:09:51,3,14.24,4,N,-73.877054,40.721821,-73.769699,40.823314,Credit Card,246.66,5.78,1.91,59.12,30.26,86.98
CMT,2024-03-27 14:27:00,2024-08-29 18:27:46,3,0.99,5,N,-73.848132,40.755521,-73.903399,40.801082,Cash,27.06,2.49,4.45,72.2,27.2,515.08
CMT,2024-06-28 17:34:53,2024-09-28 05:06:30,2,8.75,6,N,-74.028264,40.632532,-73.761225,40.72334,No Charge,474.54,6.06,2.89,13.57,10.59,460.2
VTS,2024-09-08 20:16:57,2024-01-01 08:25:44,6,15.24,5,N,-73.92896,40.773609,-73.837292,40.6517,Dispute,94.84,4.69,2.2,80.28,19.82,54.65
CMT,2024-01-30 10:25:18,2024-11-15 09:22:06,6,48.5,2,N,-73.82158,40.659519,-73.861575,40.807948,Unknown,173.73,7.29,3.55,65.64,18.2,273.74
CMT,2024-09-21 12:51:53,2024-11-12 07:29:44,6,32.96,5,N,-73.984982,40.824487,-73.925232,40.691275,Credit Card,271.12,0.93,3.77,67.07,0.81,450.16
VTS,2024-11-07 04:25:28,2024-04-23 22:13:26,1,37.25,6,Y,-73.912952,40.744442,-74.03542,40.843908,Dispute,193.96,8.03,0.45,76.16,37.52,531.87
CMT,2024-06-02 08:14:42,2024-01-07 16:33:33,2,48.62,4,N,-73.983201,40.71634,-73.925814,40.823373,Unknown,465.61,7.81,2.82,23.0,25.93,550.2
CMT,2024-06-08 20:37:36,2024-02-25 02:38:17,4,47.74,5,N,-73.803398,40.849808,-73.825845,40.777915,Unknown,265.35,6.28,3.0,9.85,7.92,172.47
CMT,2024-02-21 12:43:15,2024-05-14 02:20:49,3,16.22,2,N,-73.755184,40.798834,-73.997052,40.781007,Credit Card,379.26,1.42,0.93,30.97,0.23,489.6
VTS,2024-06-02 23:00:26,2024-04-13 17:12:12,4,1.82,2,N,-73.859337,40.814243,-73.851776,40.702132,Unknown,201.79,9.53,3.2,33.26,4.75,503.5
VTS,2024-09-24 13:45:55,2024-07-26 12:58:18,6,8.28,1,N,-73.837944,40.744231,-73.873611,40.767114,Cash,434.94,0.43,3.44,74.02,33.04,233.4
CMT,2024-06-26 17:50:15,2024-08-12 03:42:26,6,14.51,4,N,-73.915376,40.799625,-73.86189,40.753308,Unknown,418.22,3.9,3.45,50.86,37.89,192.75
VTS,2024-08-02 19:11:38,2024-04-09 01:22:50,5,47.59,4,N,-73.756434,40.811406,-73.756388,40.685326,No Charge,315.51,5.99,3.49,94.08,29.72,321.63
CMT,2024-10-03 20:02:38,2024-10-27 11:32:07,4,6.75,4,Y,-73.844009,40.669575,-73.871462,40.839406,No Charge,496.57,9.66,2.36,23.96,44.84,39.22
VTS,2024-01-10 08:11:29,2024-01-17 19:27:50,4,2.87,4,Y,-73.989685,40.641621,-74.035291,40.825156,Unknown,251.86,3.97,2.16,47.48,31.13,418.61
CMT,2024-08-08 07:05:04,2024-05-11 03:58:20,5,1.16,1,N,-73.779109,40.7646,-73.816606,40.650838,Credit Card,64.95,4.59,0.92,28.44,2.44,67.54
CMT,2024-08-30 20:44:58,2024-06-08 05:52:28,6,30.75,2,Y,-74.015276,40.742604,-73.905044,40.635777,Credit Card,125.17,0.2,3.59,73.98,28.38,23.65
VTS,2024-02-23 10:11:59,2024-02-20 03:59:13,2,15.63,5,N,-73.898563,40.675443,-73.752827,40.674659,Cash,471.92,4.78,3.33,95.14,27.85,110.25
CMT,2024-05-07 14:08:31,2024-01-05 11:10:46,1,17.48,2,Y,-73.799539,40.767997,-73.862016,40.68757,Dispute,458.19,0.24,1.11,58.19,16.46,417.8
